Al_sulfate_mol,Fe_sulfate_mol,Cu_sulfate_mol,Co_sulfate_mol,Ni_sulfate_mol,Mn_sulfate_mol,chem,temp,NaOH_stock,NaOH_mole,BattLeachate_volume
0.164,0.06823,0.3233,0.4424,1.088,0.6293,NMC532,25,1,0.2694,1
0.08205,0.02018,0.1715,0.1019,0.8216,0.09683,NMC811,25,1,0.05201,1
0.1274,0.09454,0.1738,0.1884,0.4878,0.2748,NMC532,25,1,0.08405,1
0.0707,0.0348,0.21,0.2173,0.2131,0.2355,NMC111,25,1,1.4,1
0.1444,0.02583,0.4002,0.2997,2.31,0.2636,NMC811,25,1,0.4287,1
0.1313,0.09005,0.3157,0.3476,0.6157,0.2368,NMC523,25,1,0.4322,1
0.08996,0.09308,0.3008,0.4878,1.254,0.672,NMC532,25,1,0.117,1
0.08477,0.01767,0.2329,0.2581,0.8213,0.2621,NMC622,25,1,0.4686,1
0.1858,0.07552,0.2352,0.02268,0.1798,0.01996,NMC811,25,1,0.328,1
0.1904,0.1032,0.4566,0.2681,0.2713,0.2806,NMC111,25,1,1.471,1
0.1997,0.0293,0.1978,0.8027,0.8556,0.8005,NMC111,25,1,0.115,1
0.04309,0.02792,0.3424,0.6286,1.505,0.8468,NMC532,25,1,0.03283,1
0.1213,0.04975,0.4164,0.1859,0.3252,0.1342,NMC523,25,1,0.7389,1
0.1164,0.0766,0.254,0.181,0.5831,0.1867,NMC622,25,1,0.09878,1
0.1564,0.02705,0.08465,0.03975,0.3227,0.04286,NMC811,25,1,0.8135,1
0.1122,0.08168,0.2209,0.3039,0.3019,0.2755,NMC111,25,1,0.8758,1
0.1391,0.04766,0.3284,0.7534,0.8597,0.8589,NMC111,25,1,0.1076,1
0.04935,0.06858,0.1366,0.3491,1.116,0.3341,NMC622,25,1,0.1666,1
0.04881,0.01415,0.1038,0.1956,0.3545,0.126,NMC523,25,1,0.199,1
0.01479,0.05073,0.1697,0.08359,0.7008,0.08564,NMC811,25,1,0.1786,1
0.01697,0.006947,0.3318,0.4207,1.169,0.6791,NMC532,25,1,0.0252,1
0.05276,0.09935,0.4512,0.3765,0.8228,0.5201,NMC532,25,1,0.5738,1
0.07691,0.06963,0.3364,0.1426,1.115,0.1487,NMC811,25,1,0.04221,1
0.03994,0.05119,0.1574,0.2952,0.5303,0.2024,NMC523,25,1,0.1087,1
0.09844,0.09029,0.4164,0.1553,0.4684,0.2776,NMC532,25,1,0.1124,1
0.09897,0.0663,0.1545,0.03838,0.2804,0.03618,NMC811,25,1,0.3296,1
0.2187,0.05415,0.2652,0.03219,0.2523,0.03023,NMC811,25,1,0.02765,1
0.004744,0.01472,0.04272,0.7051,1.214,0.4363,NMC523,25,1,0.04841,1
0.04147,0.05491,0.1555,0.3564,1.102,0.3796,NMC622,25,1,0.8903,1
0.05361,0.008551,0.1027,0.01794,0.1252,0.01794,NMC811,25,1,0.07168,1
0.1404,0.09856,0.009333,0.3089,1.047,0.3284,NMC622,25,1,1.203,1
0.08058,0.09151,0.1714,0.07431,0.1994,0.07476,NMC622,25,1,0.05047,1
0.188,0.05646,0.1229,0.2943,0.7718,0.4457,NMC532,25,1,0.03269,1
0.0331,0.03458,0.09862,0.546,0.905,0.3805,NMC523,25,1,0.1765,1
0.04817,0.02469,0.009239,0.03449,0.1154,0.03644,NMC622,25,1,1.427,1
0.2255,0.02648,0.2293,0.9018,0.8295,0.8585,NMC111,25,1,0.1381,1
0.1293,0.05905,0.359,0.5467,0.9181,0.3665,NMC523,25,1,0.1321,1
0.06621,0.1051,0.3864,0.838,1.383,0.5225,NMC523,25,1,0.4802,1
0.1033,0.01157,0.4351,0.4183,1.035,0.5936,NMC532,25,1,0.1942,1
0.2144,0.0743,0.02054,0.02861,0.06523,0.04098,NMC532,25,1,0.307,1
0.1184,0.05999,0.2085,0.2999,2.122,0.2665,NMC811,25,1,0.1117,1
0.07955,0.06489,0.3638,0.288,2.225,0.2915,NMC811,25,1,0.03945,1
0.1197,0.04945,0.2508,0.7168,1.391,0.5204,NMC523,25,1,0.4086,1
0.2221,0.08393,0.1016,0.06479,0.5811,0.06812,NMC811,25,1,0.1077,1
0.1342,0.002327,0.08618,0.441,0.4227,0.4023,NMC111,25,1,0.3056,1
0.2141,0.01269,0.07483,0.5859,1.1,0.4362,NMC523,25,1,0.7464,1
0.158,0.08894,0.2826,0.2867,0.5035,0.2151,NMC523,25,1,0.02847,1
0.05881,0.09697,0.1407,0.1662,0.181,0.1583,NMC111,25,1,0.02723,1
0.1801,0.07729,0.05771,0.1622,0.4529,0.2436,NMC532,25,1,0.8204,1
0.1444,0.006601,0.2151,0.3195,0.77,0.4138,NMC532,25,1,1.125,1
0.03917,0.001841,0.1159,0.5186,0.8491,0.3147,NMC523,25,1,0.06406,1
0.2218,0.05137,0.09922,0.5918,0.593,0.6326,NMC111,25,1,0.1433,1
0.1071,0.00256,0.4131,0.3889,1.204,0.406,NMC622,25,1,0.1699,1
0.224,0.09132,0.1362,0.1732,0.264,0.1057,NMC523,25,1,0.462,1
0.08212,0.05706,0.427,0.6073,1.302,0.9215,NMC532,25,1,0.05104,1
0.06437,0.04624,0.1967,0.4176,1.381,0.3991,NMC622,25,1,0.03636,1
0.04314,0.04098,0.381,0.2002,1.474,0.1964,NMC811,25,1,0.09343,1
0.08581,0.06278,0.371,0.5946,0.5723,0.622,NMC111,25,1,0.04632,1
0.1939,0.01272,0.01362,0.2858,2.077,0.2648,NMC811,25,1,0.4675,1
0.01293,0.05521,0.1954,0.4418,0.7088,0.2718,NMC523,25,1,1.03,1
0.1355,0.0689,0.08358,0.8786,1.413,0.5504,NMC523,25,1,0.8583,1
0.06062,0.07205,0.07408,0.1222,0.896,0.12,NMC811,25,1,0.1332,1
0.1083,0.01305,0.4232,0.5685,1.381,0.8456,NMC532,25,1,0.04207,1
0.1568,0.02514,0.1589,0.106,0.1059,0.1171,NMC111,25,1,0.02174,1
0.05933,0.08096,0.2576,0.2134,0.5084,0.2888,NMC532,25,1,0.08411,1
0.1511,0.1092,0.3212,0.2897,0.6957,0.4845,NMC532,25,1,0.03049,1
0.2225,0.07417,0.1028,0.416,1.266,0.424,NMC622,25,1,0.1063,1
0.03299,0.09726,0.1306,0.1594,0.1563,0.1651,NMC111,25,1,1.098,1
0.1424,0.1072,0.06743,0.8243,0.8452,0.8621,NMC111,25,1,0.04338,1
0.2217,0.02522,0.4148,0.2145,0.6454,0.2133,NMC622,25,1,0.07532,1
0.06894,0.03001,0.3537,0.06287,0.5189,0.06867,NMC811,25,1,0.08884,1
0.06525,0.009548,0.1037,0.4648,0.4617,0.4527,NMC111,25,1,0.3887,1
0.0523,0.002986,0.4014,0.2955,2.038,0.2404,NMC811,25,1,0.02395,1
0.1152,0.04113,0.1999,0.1043,0.8554,0.119,NMC811,25,1,0.1135,1
0.03292,0.1105,0.1418,0.9451,1.448,0.5731,NMC523,25,1,0.4189,1
0.09803,0.08517,0.4548,0.9333,1.496,0.5863,NMC523,25,1,0.2526,1
0.2153,0.08861,0.07089,0.8888,0.8674,0.8567,NMC111,25,1,0.03328,1
0.1221,0.08615,0.2138,0.2024,1.781,0.1994,NMC811,25,1,0.821,1
0.1023,0.05727,0.3284,0.8587,1.355,0.5727,NMC523,25,1,0.09533,1
0.1226,0.02021,0.3953,0.0652,0.1857,0.06197,NMC622,25,1,0.2238,1
0.1781,0.03034,0.2335,0.02678,0.2254,0.02823,NMC811,25,1,0.1371,1
0.1672,0.05486,0.288,0.5351,1.653,0.5741,NMC622,25,1,0.3391,1
0.1561,0.02749,0.1223,0.2429,0.6207,0.3745,NMC532,25,1,0.9915,1
0.1389,0.03212,0.3003,0.05673,0.4466,0.05626,NMC811,25,1,0.08323,1
0.02381,0.04622,0.1563,0.143,1.193,0.1421,NMC811,25,1,0.04259,1
0.1109,0.07107,0.1693,0.2042,1.607,0.1959,NMC811,25,1,0.6226,1
0.01013,0.06727,0.4458,0.4942,1.241,0.7502,NMC532,25,1,0.5815,1
0.226,0.006207,0.1594,0.7131,1.261,0.4832,NMC523,25,1,0.4133,1
0.1508,0.01369,0.4205,0.1155,0.2732,0.1621,NMC532,25,1,0.2031,1
0.01011,0.01161,0.1423,0.1058,0.2802,0.1788,NMC532,25,1,0.1371,1
0.1036,0.06194,0.08352,0.1084,0.8271,0.1044,NMC811,25,1,0.3535,1
0.1486,0.07074,0.4397,0.08949,0.6996,0.1014,NMC811,25,1,0.2231,1
0.1463,0.1052,0.3996,0.5393,1.41,0.5079,NMC622,25,1,0.5571,1
0.1584,0.008381,0.05954,0.391,0.6716,0.2741,NMC523,25,1,0.3589,1
0.0219,0.09973,0.05837,0.03736,0.3134,0.03925,NMC811,25,1,0.08989,1
0.1874,0.07513,0.2915,0.09976,0.157,0.07138,NMC523,25,1,0.09682,1
0.1785,0.1048,0.06208,0.2737,0.7652,0.2826,NMC622,25,1,0.04878,1
0.1139,0.09227,0.3459,0.1026,0.321,0.1176,NMC622,25,1,0.7504,1
0.1888,0.04895,0.13,0.3306,0.7357,0.5275,NMC532,25,1,0.06915,1
0.1756,0.06582,0.3806,0.2749,1.892,0.2229,NMC811,25,1,0.2302,1
0.116,0.04313,0.4384,0.2909,2.413,0.308,NMC811,25,1,0.7172,1
0.1923,0.03125,0.2705,0.843,1.4,0.5811,NMC523,25,1,0.04857,1
0.07139,0.04558,0.1832,0.3514,1.094,0.3749,NMC622,25,1,0.1326,1
0.02262,0.03774,0.3286,0.3875,0.6583,0.2621,NMC523,25,1,1.127,1
0.1654,0.01744,0.009049,0.3165,0.9709,0.3266,NMC622,25,1,0.8499,1
0.08189,0.06104,0.08648,0.5004,0.9797,0.3399,NMC523,25,1,0.05548,1
0.009457,0.09905,0.04623,0.06417,0.5846,0.06676,NMC811,25,1,0.07825,1
0.02209,0.06556,0.2092,0.5475,1.437,0.8118,NMC532,25,1,0.6365,1
0.09397,0.03109,0.3588,0.2631,2.106,0.2429,NMC811,25,1,0.9892,1
0.08182,0.07157,0.3393,0.03448,0.09506,0.0355,NMC622,25,1,0.1559,1
0.1593,0.0411,0.3955,0.02088,0.0357,0.01367,NMC523,25,1,0.02632,1
0.1999,0.03609,0.2959,0.4732,0.4735,0.4688,NMC111,25,1,0.1013,1
0.006706,0.02179,0.3243,0.3187,0.8363,0.3108,NMC622,25,1,0.3393,1
0.2075,0.02374,0.08279,0.1001,0.7939,0.0974,NMC811,25,1,0.2426,1
0.0673,0.009182,0.3113,0.72,0.6906,0.7208,NMC111,25,1,0.2164,1
0.2224,0.03271,0.1839,0.1779,0.5721,0.2003,NMC622,25,1,0.238,1
0.01658,0.09874,0.04347,0.1515,0.432,0.1425,NMC622,25,1,0.9277,1
0.1667,0.01319,0.0154,0.4935,0.4919,0.4523,NMC111,25,1,0.04413,1
0.06247,0.04118,0.3074,0.9693,0.9522,1.035,NMC111,25,1,0.2618,1
0.1975,0.06436,0.4433,0.04465,0.3632,0.04585,NMC811,25,1,1.389,1
0.02772,0.01172,0.3283,0.1658,0.4271,0.2762,NMC532,25,1,0.109,1
0.07828,0.06412,0.3265,0.1779,0.2658,0.1271,NMC523,25,1,0.03107,1
0.175,0.06888,0.2144,0.5109,0.7737,0.325,NMC523,25,1,0.03021,1
0.194,0.03313,0.4169,0.07897,0.6278,0.07954,NMC811,25,1,0.4043,1
0.02727,0.005648,0.4167,0.3841,0.7914,0.5074,NMC532,25,1,1.286,1
0.05205,0.009136,0.4136,0.5088,0.4985,0.4999,NMC111,25,1,0.9154,1
0.134,0.1057,0.0439,0.453,0.8081,0.3233,NMC523,25,1,0.1537,1
0.09833,0.09414,0.1493,0.2612,1.914,0.2432,NMC811,25,1,0.292,1
0.11,0.06759,0.2638,0.1508,1.212,0.1483,NMC811,25,1,0.1474,1
0.1467,0.08276,0.441,0.428,1.172,0.3692,NMC622,25,1,0.05313,1
0.04144,0.1043,0.1784,0.3996,0.4114,0.397,NMC111,25,1,1.233,1
0.2149,0.003354,0.4225,0.5181,0.5342,0.5282,NMC111,25,1,0.0981,1
0.05875,0.09856,0.05285,0.01312,0.03881,0.01553,NMC622,25,1,0.1422,1
0.0173,0.02016,0.351,0.1485,0.3648,0.22,NMC532,25,1,0.07366,1
0.0294,0.05564,0.1026,0.1149,0.8461,0.1122,NMC811,25,1,0.06165,1
0.09155,0.07172,0.4069,0.03886,0.07095,0.02668,NMC523,25,1,0.1729,1
0.04951,0.004615,0.06218,0.5668,1.778,0.6291,NMC622,25,1,0.5479,1
0.1916,0.05939,0.2024,0.5337,1.621,0.5607,NMC622,25,1,0.4014,1
0.1142,0.07349,0.2893,0.1151,0.1206,0.1191,NMC111,25,1,0.7247,1
0.2218,0.03402,0.2055,0.5273,1.525,0.5093,NMC622,25,1,0.03491,1
0.2002,0.0345,0.2741,0.1668,1.527,0.1826,NMC811,25,1,0.06033,1
0.1655,0.05388,0.3438,0.3833,0.7384,0.2525,NMC523,25,1,0.04923,1
0.02884,0.08772,0.3619,0.4488,0.447,0.4804,NMC111,25,1,0.02907,1
0.03864,0.03787,0.4469,0.2795,0.8632,0.3181,NMC622,25,1,0.04896,1
0.02891,0.03052,0.2893,0.1286,0.9891,0.1179,NMC811,25,1,0.4523,1
0.1304,0.07487,0.2628,0.3597,0.3691,0.3499,NMC111,25,1,1.069,1
0.02575,0.07645,0.07193,0.5675,1.494,0.8039,NMC532,25,1,0.02354,1
0.1282,0.06665,0.04612,0.6473,0.6901,0.6595,NMC111,25,1,0.04796,1
0.1384,0.07336,0.1144,0.2989,0.8977,0.3244,NMC622,25,1,1.205,1
0.1707,0.07091,0.1125,0.8978,1.431,0.6894,NMC523,25,1,0.03219,1
0.1022,0.1086,0.3139,0.2729,0.675,0.3964,NMC532,25,1,0.3988,1
0.191,0.02948,0.3963,0.5782,0.6583,0.6566,NMC111,25,1,1.091,1
0.02796,0.08905,0.02784,0.4911,1.321,0.4513,NMC622,25,1,0.1209,1
0.1239,0.05571,0.03532,0.8217,1.307,0.5326,NMC523,25,1,0.04765,1
0.1161,0.0123,0.2319,0.5207,0.5449,0.5471,NMC111,25,1,0.08606,1
0.2069,0.02158,0.3191,0.06935,0.09771,0.0435,NMC523,25,1,0.04685,1
0.04559,0.1085,0.1215,0.7253,1.165,0.4526,NMC523,25,1,1.126,1
0.2155,0.004073,0.1104,0.8152,1.275,0.5005,NMC523,25,1,0.225,1
0.2071,0.08682,0.15,0.1372,1.162,0.1531,NMC811,25,1,0.1855,1
0.1714,0.08274,0.1553,0.4838,0.7432,0.3254,NMC523,25,1,1.452,1
0.1037,0.05512,0.4562,0.05835,0.4603,0.06048,NMC811,25,1,0.1968,1
0.08164,0.0908,0.07158,0.07855,0.6195,0.07768,NMC811,25,1,0.0405,1
0.127,0.09721,0.09047,0.2113,0.5374,0.3654,NMC532,25,1,0.5067,1
0.1406,0.03284,0.3766,0.2097,1.861,0.2164,NMC811,25,1,0.1311,1
0.1725,0.07291,0.4292,0.2926,2.191,0.2685,NMC811,25,1,0.9128,1
0.07837,0.02308,0.0453,1.021,0.8704,0.8648,NMC111,25,1,0.07475,1
0.1294,0.0294,0.4119,0.679,0.7197,0.7438,NMC111,25,1,0.438,1
0.1188,0.09183,0.4299,1.005,0.8867,1.037,NMC111,25,1,0.1064,1
0.06626,0.08425,0.21,0.592,1.409,0.9088,NMC532,25,1,0.4609,1
0.04729,0.1054,0.2815,0.2171,0.6335,0.3817,NMC532,25,1,0.3902,1
0.01688,0.06344,0.04875,0.4217,1.351,0.4409,NMC622,25,1,1.227,1
0.0353,0.08231,0.1756,0.1383,0.3668,0.2065,NMC532,25,1,0.02804,1
0.06303,0.03801,0.01326,0.2669,0.7084,0.2701,NMC622,25,1,0.2832,1
0.1319,0.1088,0.2421,0.1661,0.5043,0.1577,NMC622,25,1,0.03768,1
0.1356,0.04387,0.4483,0.2338,1.983,0.2671,NMC811,25,1,0.1627,1
0.04378,0.03342,0.341,0.2199,0.3576,0.127,NMC523,25,1,1.206,1
0.1501,0.1048,0.4507,0.343,0.9397,0.5543,NMC532,25,1,1.436,1
0.1792,0.04201,0.248,0.1436,0.4259,0.1312,NMC622,25,1,1.348,1
0.1925,0.02295,0.4109,0.2174,1.823,0.2539,NMC811,25,1,0.8618,1
0.1346,0.01825,0.1176,0.7621,1.275,0.4918,NMC523,25,1,0.08819,1
0.133,0.05093,0.0233,0.7768,0.6542,0.7773,NMC111,25,1,0.6049,1
0.07525,0.07143,0.3616,0.05725,0.05509,0.06129,NMC111,25,1,0.05543,1
0.1461,0.1099,0.3109,0.1217,0.9314,0.1206,NMC811,25,1,1.108,1
0.01949,0.104,0.3769,0.4524,1.452,0.4533,NMC622,25,1,0.07047,1
0.1898,0.05669,0.09354,0.4757,1.403,0.5099,NMC622,25,1,0.4712,1
0.1658,0.0573,0.4115,0.493,1.15,0.7209,NMC532,25,1,1.386,1
0.1036,0.0967,0.3339,0.165,1.501,0.1764,NMC811,25,1,0.02049,1
0.08573,0.02778,0.02136,0.06267,0.2042,0.06345,NMC622,25,1,0.2897,1
0.07581,0.05363,0.189,0.3723,1.016,0.3614,NMC622,25,1,0.02833,1
0.008719,0.04438,0.2758,0.1087,0.8771,0.112,NMC811,25,1,0.03743,1
0.1989,0.1109,0.1149,0.144,0.5057,0.1502,NMC622,25,1,0.1353,1
0.224,0.1069,0.247,0.1458,0.9323,0.1294,NMC811,25,1,0.3583,1
0.1471,0.02357,0.1681,0.07524,0.1723,0.101,NMC532,25,1,0.29,1
0.1515,0.07731,0.05103,0.5939,1.787,0.6441,NMC622,25,1,0.05546,1
0.03635,0.08962,0.3496,0.03314,0.2523,0.03289,NMC811,25,1,0.4441,1
0.2102,0.003076,0.3394,0.008292,0.07442,0.008765,NMC811,25,1,0.1826,1
0.1718,0.08983,0.242,0.3562,0.3599,0.3649,NMC111,25,1,0.02158,1
0.1994,0.01179,0.1927,0.7421,1.063,0.4727,NMC523,25,1,0.02357,1
0.08271,0.05371,0.2593,0.3916,0.6503,0.2682,NMC523,25,1,0.03871,1
0.09513,0.06694,0.143,0.1379,0.3208,0.1854,NMC532,25,1,0.0451,1
0.02758,0.03111,0.4396,0.2583,0.6886,0.2353,NMC622,25,1,0.06068,1
0.09621,0.003861,0.3197,0.3064,2.29,0.3264,NMC811,25,1,0.07411,1
0.1358,0.05253,0.4525,0.3068,1.916,0.2823,NMC811,25,1,0.04159,1
0.04265,0.05924,0.4496,0.1091,0.1972,0.06693,NMC523,25,1,0.5595,1
0.2033,0.07131,0.2831,0.8465,0.9768,0.8623,NMC111,25,1,0.1791,1
0.1252,0.03816,0.1664,0.07416,0.5732,0.0665,NMC811,25,1,0.1057,1
0.04169,0.007651,0.2073,0.2762,2.21,0.276,NMC811,25,1,0.1413,1
0.04827,0.01265,0.1389,0.2811,0.3839,0.1643,NMC523,25,1,0.0705,1
0.1691,0.01727,0.4097,0.02723,0.04413,0.01735,NMC523,25,1,0.03618,1
0.2223,0.06681,0.01446,0.5383,0.9534,0.3603,NMC523,25,1,0.4096,1
0.08649,0.1062,0.4362,0.2674,2.182,0.2867,NMC811,25,1,0.1781,1
0.1844,0.02139,0.1037,0.4191,1.229,0.7135,NMC532,25,1,0.104,1
0.0692,0.09475,0.3837,0.1998,0.5035,0.309,NMC532,25,1,1.474,1
0.0534,0.07779,0.1732,0.334,1.084,0.3197,NMC622,25,1,0.06767,1
0.1161,0.009606,0.2393,0.03121,0.07764,0.04527,NMC532,25,1,0.03332,1
0.0923,0.006427,0.08971,0.1613,0.3667,0.246,NMC532,25,1,0.1298,1
0.2255,0.08278,0.1061,0.0675,0.06023,0.06687,NMC111,25,1,0.0676,1
0.1032,0.07676,0.229,0.08722,0.2396,0.08335,NMC622,25,1,0.2089,1
0.07163,0.05172,0.0937,0.238,2.088,0.2381,NMC811,25,1,1.305,1
0.2171,0.02024,0.2979,0.03546,0.2778,0.0358,NMC811,25,1,0.3332,1
0.1658,0.01743,0.373,0.1565,0.4433,0.2697,NMC532,25,1,0.1299,1
0.06656,0.03775,0.4382,0.5523,0.5108,0.5581,NMC111,25,1,0.5467,1
0.2124,0.09862,0.3047,0.2993,0.9091,0.3104,NMC622,25,1,1.243,1
0.09026,0.008571,0.2261,0.03127,0.09218,0.03027,NMC622,25,1,0.02083,1
0.02231,0.03875,0.05409,0.5959,1.01,0.4229,NMC523,25,1,0.1112,1
0.01846,0.1092,0.1228,0.7712,1.204,0.4968,NMC523,25,1,0.5932,1
0.1736,0.02004,0.2459,0.73,1.041,0.5133,NMC523,25,1,0.02311,1
0.2087,0.06722,0.1388,0.2585,2.044,0.2568,NMC811,25,1,0.09371,1
0.1397,0.008701,0.1966,0.6715,1.01,0.4339,NMC523,25,1,0.4141,1
0.009425,0.08791,0.3887,0.4975,0.8498,0.331,NMC523,25,1,0.3728,1
0.1386,0.06565,0.2031,0.2141,0.6906,0.2106,NMC622,25,1,0.5504,1
0.0829,0.1058,0.2979,0.4441,0.4743,0.4393,NMC111,25,1,0.6315,1
0.2207,0.01113,0.03042,0.08259,0.7023,0.07821,NMC811,25,1,0.02511,1
0.09963,0.08798,0.2524,0.03647,0.1053,0.03897,NMC622,25,1,0.1814,1
0.03449,0.03224,0.3024,0.3819,1.137,0.3623,NMC622,25,1,0.2367,1
0.08228,0.08423,0.4144,0.5982,1.701,0.6134,NMC622,25,1,0.07955,1
0.0994,0.05036,0.08735,0.202,1.625,0.2088,NMC811,25,1,1.031,1
0.03536,0.01234,0.2567,0.2467,2.019,0.258,NMC811,25,1,0.6156,1
0.2085,0.07164,0.05803,0.2272,0.6252,0.382,NMC532,25,1,0.231,1
0.03626,0.08485,0.1281,0.8668,0.9044,0.9044,NMC111,25,1,1.327,1
0.1838,0.05658,0.2459,0.144,0.1496,0.1499,NMC111,25,1,0.08667,1
0.1609,0.03489,0.07609,0.304,0.9079,0.2977,NMC622,25,1,0.1281,1
0.1292,0.1004,0.1674,0.3635,0.6004,0.2418,NMC523,25,1,0.04611,1
0.07467,0.06824,0.3699,0.2232,0.6848,0.2053,NMC622,25,1,0.2232,1
0.1364,0.1039,0.2941,0.843,1.36,0.5629,NMC523,25,1,0.1814,1
0.04437,0.03054,0.1707,0.5671,1.895,0.6265,NMC622,25,1,0.04799,1
0.1501,0.01129,0.2128,0.5311,1.433,0.5171,NMC622,25,1,0.5109,1
0.06342,0.06464,0.4369,0.403,1.088,0.6768,NMC532,25,1,0.1267,1
0.2058,0.03764,0.2555,0.1206,0.3124,0.1838,NMC532,25,1,0.06176,1
0.02461,0.03855,0.4286,0.3798,1.319,0.3945,NMC622,25,1,0.07273,1
0.05045,0.06936,0.0754,0.7465,0.7217,0.6815,NMC111,25,1,1.008,1
0.07639,0.00222,0.1032,0.1324,1.03,0.1212,NMC811,25,1,0.4124,1
0.06606,0.01483,0.4335,0.9163,0.8787,0.9257,NMC111,25,1,0.3328,1
0.2037,0.0472,0.1194,0.3876,0.6369,0.2618,NMC523,25,1,0.09136,1
0.04684,0.005737,0.1097,0.8607,1.453,0.5617,NMC523,25,1,0.3044,1
0.1137,0.02477,0.3131,0.4642,1.419,0.4713,NMC622,25,1,0.1773,1
0.0137,0.02066,0.3582,0.1317,0.2124,0.08737,NMC523,25,1,0.2401,1
0.2138,0.09654,0.142,0.3311,0.7338,0.5194,NMC532,25,1,0.07331,1
0.07995,0.02115,0.4492,0.4955,0.479,0.5132,NMC111,25,1,0.1162,1
0.1623,0.01054,0.03985,0.01666,0.1335,0.0158,NMC811,25,1,0.06069,1
0.1073,0.01428,0.2639,0.02715,0.02798,0.02618,NMC111,25,1,0.3637,1
0.01598,0.05666,0.1565,0.9098,0.8247,0.8244,NMC111,25,1,0.1247,1
0.1478,0.01954,0.07018,0.2885,2.214,0.3556,NMC811,25,1,0.2138,1
0.03693,0.09609,0.2641,0.01831,0.01683,0.01744,NMC111,25,1,0.02859,1
0.07775,0.02231,0.3788,0.5034,0.8223,0.3058,NMC523,25,1,0.1654,1
0.1576,0.03043,0.05607,0.2953,0.6693,0.4252,NMC532,25,1,0.8726,1
0.08572,0.01228,0.4376,0.2956,2.219,0.2944,NMC811,25,1,1.019,1
0.14,0.06669,0.01234,0.3077,2.19,0.2857,NMC811,25,1,0.05645,1
0.08665,0.03103,0.2128,0.02243,0.1692,0.02246,NMC811,25,1,0.1351,1
0.2243,0.03149,0.07622,0.3671,0.9011,0.5585,NMC532,25,1,1.474,1
0.04709,0.01173,0.09585,0.2093,1.623,0.2038,NMC811,25,1,0.03907,1
0.1594,0.07533,0.1254,1.005,1.038,0.9593,NMC111,25,1,0.09341,1
0.02327,0.03191,0.2364,0.0575,0.4605,0.06144,NMC811,25,1,0.107,1
0.04003,0.007429,0.1636,0.5219,0.491,0.5661,NMC111,25,1,0.1615,1
0.1908,0.01685,0.2339,0.01525,0.03733,0.02359,NMC532,25,1,0.1678,1
0.01694,0.02161,0.3184,0.07755,0.606,0.0709,NMC811,25,1,1.048,1
0.1771,0.03355,0.2328,0.364,1.156,0.3609,NMC622,25,1,0.0348,1
0.03905,0.01891,0.2285,0.7502,0.7397,0.6961,NMC111,25,1,0.9641,1
0.1553,0.06394,0.1344,0.267,2.011,0.2745,NMC811,25,1,0.03456,1
0.1556,0.04432,0.2185,1.045,1.002,0.9741,NMC111,25,1,0.03326,1
0.05751,0.08206,0.2733,0.1126,0.2684,0.1688,NMC532,25,1,0.6079,1
0.004444,0.01745,0.121,0.5146,0.7722,0.3507,NMC523,25,1,0.5684,1
0.1159,0.07318,0.1687,0.526,1.378,0.7493,NMC532,25,1,0.1311,1
0.2195,0.0272,0.4387,0.6813,1.167,0.4473,NMC523,25,1,1.332,1
0.1847,0.03684,0.4114,0.7576,0.7738,0.8368,NMC111,25,1,0.02289,1
0.01781,0.1038,0.3184,0.4122,1.149,0.4248,NMC622,25,1,0.1586,1
0.176,0.02086,0.356,0.4395,1.29,0.4446,NMC622,25,1,0.05663,1
0.206,0.111,0.07732,0.3812,0.9189,0.5978,NMC532,25,1,0.05742,1
0.2216,0.04791,0.06752,1.035,1.028,0.9459,NMC111,25,1,0.1039,1
0.218,0.0643,0.1016,0.5657,0.9667,0.3657,NMC523,25,1,0.2575,1
0.1348,0.01091,0.4473,0.2327,0.6638,0.3839,NMC532,25,1,0.1631,1
0.1142,0.05326,0.1057,0.8293,1.504,0.5689,NMC523,25,1,0.1558,1
0.04839,0.01803,0.3573,0.6917,0.6664,0.6202,NMC111,25,1,0.03415,1
0.08979,0.05747,0.0593,0.6235,1.058,0.4379,NMC523,25,1,0.2215,1
0.1509,0.01055,0.2908,0.06032,0.5016,0.06285,NMC811,25,1,1.403,1
0.01381,0.06419,0.4093,0.1984,0.3583,0.1182,NMC523,25,1,0.02777,1
0.01232,0.09401,0.08444,0.09893,0.2474,0.1396,NMC532,25,1,0.1876,1
0.09895,0.08839,0.08736,0.03276,0.2193,0.03085,NMC811,25,1,0.03193,1
0.04448,0.06354,0.06352,0.5718,1.576,0.5465,NMC622,25,1,0.04986,1
0.1182,0.01518,0.1147,0.5564,1.491,0.9145,NMC532,25,1,0.6469,1
0.08115,0.07419,0.1642,0.562,0.5092,0.5329,NMC111,25,1,0.05396,1
0.1959,0.005165,0.0499,0.03756,0.03533,0.03329,NMC111,25,1,0.8662,1
0.2221,0.05656,0.4189,0.3936,0.6558,0.2604,NMC523,25,1,0.05481,1
0.1663,0.08629,0.1134,0.4447,1.295,0.4413,NMC622,25,1,0.2205,1
0.1405,0.07329,0.3863,0.04093,0.1235,0.03823,NMC622,25,1,0.7587,1
0.00501,0.08853,0.2916,0.1096,0.1114,0.1079,NMC111,25,1,0.2051,1
0.1835,0.01415,0.3522,0.1545,0.4487,0.1403,NMC622,25,1,0.3748,1
0.2225,0.006409,0.4475,0.8867,0.8585,0.8151,NMC111,25,1,0.02216,1
